,�..control,country,c_code,region,inc_grp,year,TFP,TFP_wb,TFPgrowth,ghg_serv,ghg_ind,ghg_agr,ghg_agrc,va_ser,va_ind,va_agr,ghg_va_agr,ghg_va_ind,ghg_va_ser,life_expectancy,patents_tot,internet_access,urbanization,popage15_64,ruleoflaw,sch,exports_gdp,imports_gdp,trade.exp.imp.,ed_tc25,fdi_imf,rl_wb2,ROL,innovation_index,education_index,efficiency_index,infrastructure_index,governance_index,pat_wb2,str_agr,str_ind,str_ser,eps,ghg_tot
3772,HKG1995,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1995,0.990600646,0.913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.68292683,1961,3.218635643,100,71.34285095,NA,NA,126.2086173,130.6896478,256.8982651,9.19,0.59,0.803,0.803,-0.0195723,0.8619852,1.490129,0.7200772,1.177244,0.0638,NA,NA,NA,NA,NA
3773,HND1995,Honduras,HND,Latin America & Caribbean,Lower middle income,1995,1.041721225,1.03,0,3.0148,4.7175,45.2811,45.2811,3720.04378,2769.50514,1306.751762,0.034651646,0.001703373,0.000810421,68.871,47,0.036775252,42.941,52.07328271,NA,NA,48.43512765,54.01375472,102.4488824,2.75,0.1297,-0.8993,-0.8993,-0.6554925,-0.6426143,-0.8127532,-0.6284461,-0.4425384,0.0025,0.543993959,0.954270272,0.941168654,0.813144295,53.0134
3774,HRV1995,Croatia,HRV,Europe & Central Asia,High income,1995,0.888883829,0.865,0.064,1.0136,18.8116,-8.9119,0,22630.72077,9187.172512,1971.931081,0,0.002047594,4.48E-05,72.08439024,600,0.51402859,52.279,67.87188261,NA,81.9317,27.57493527,35.84629869,63.42123396,5.18,0.1826,-0.3984,-0.3984,0.0943805,0.4160027,0.123531,0.463285,-0.0209872,0.0284,1,0.945029118,0.997436559,0.980821892,10.9133
3775,HTI1995,Haiti,HTI,Latin America & Caribbean,Low income,1995,NA,1,0,0.5191,1.4787,3.3368,3.3368,851.3369668,2389.842197,1901.025855,0.001755263,0.000618744,0.000609747,55.829,NA,NA,32.59,53.38777711,NA,NA,9.133563861,28.7142552,37.84781906,0.63,0.1107,-1.8326,-1.8326,-0.5235741,-1.194458,-0.9762629,-1.105394,-1.231899,5.00E-04,0.976901226,0.983388844,0.95591682,0.972068963,5.3346
3776,HUN1995,Hungary,HUN,Europe & Central Asia,High income,1995,0.8936463,0.864,0.015,4.0887,63.4942,10.2576,10.2576,53504.11576,20399.20725,3750.813991,0.002734766,0.003112582,7.64E-05,69.79170732,2889,0.677486054,65.209,67.65284267,NA,89.10828,39.18848046,39.19622485,78.38470531,10.36,0.2668,0.9623,0.9623,0.0488536,0.9489273,0.4501667,0.5301238,1.211302,0.0692,0.964011239,0.91643784,0.995114175,0.958521084,77.8405
3777,IDN1995,Indonesia,IDN,East Asia & Pacific,Lower middle income,1995,1.080289841,1.104,0.03,53.428,301.4366,874.6377,874.6377,158000,2.00E+05,69942.06944,0.012505173,0.001506151,0.00033723,64.291,2874,0.026109477,36.076,62.18259484,NA,47.579,26.31216501,27.64642505,53.95859006,1.57,0.2573,-0.7766,-0.7766,-0.6365319,-1.141215,-1.330143,-0.7751778,-0.81067,0.0033,0.835435395,0.959565007,0.975944955,0.923648452,1229.5023
3778,IMN1995,Isle of Man,IMN,Europe & Central Asia,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3779,IND1995,India,IND,South Asia,Lower middle income,1995,0.869027138,0.79,0.019,32.0072,926.8008,487.8889,487.8889,246000,188000,184000,0.002648001,0.004917159,0.000130317,60.32,6566,0.026228879,26.607,59.31657719,NA,45.35135,10.84396803,12.02348067,22.8674487,3.86,0.1992,0.3046,0.3046,-0.3178982,-0.8762746,-1.178683,-0.8774112,-0.0707503,0.0018,0.965153042,0.867991132,0.991151644,0.941431939,1446.6969
3780,IRL1995,Ireland,IRL,Europe & Central Asia,High income,1995,0.845963478,0.809,0.046,3.0456,35.7,20.3775,20.3775,75040.31711,25829.50513,2784.740736,0.007317557,0.00138214,4.06E-05,75.61756098,NA,1.108386328,57.949,64.81070301,NA,111.25064,73.43206191,62.5082869,135.9403488,12.87,0.6761,1.46,1.46,0.4446753,1.09924,1.495896,1.494226,1.759591,0.0676,0.903702981,0.962894277,0.99774523,0.95478083,59.1231
3781,IRN1995,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1995,1.048571587,0.974,-0.002,14.1042,318.4758,41.0265,41.0265,123000,132000,21874.44655,0.001875545,0.002406861,0.000114446,68.377,407,0.004179752,60.236,54.72961426,NA,68.42017,21.6762407,13.46800421,35.14424491,6.82,0.1362,-0.548,-0.548,-0.2715132,0.0036476,-0.8017746,-0.1811219,-0.6764876,0.0027,0.975318348,0.93538403,0.992318054,0.967673478,373.6065
3782,IRQ1995,Iraq,IRQ,Middle East & North Africa,Upper middle income,1995,0.77811867,0.329,-0.19,6.5951,121.3718,5.9399,5.9399,NA,18204.47634,6605.238377,0.000899271,0.00666714,NA,68.446,100,NA,68.78,52.20725366,NA,NA,0.005376759,0.015622473,0.020999232,5.41,0.1362,-1.5464,-1.5464,-0.6560182,-0.3572511,-0.5149961,-0.3900145,-1.847158,0.0022,0.988165843,0.821010139,NA,NA,133.9068
3783,ISL1995,Iceland,ISL,Europe & Central Asia,High income,1995,0.835646451,0.809,-0.025,0.5165,2.1139,0.4283,0.4283,NA,NA,NA,NA,NA,NA,77.98439024,68,11.2158757,91.63,64.3398137,NA,102.76155,34.94649747,31.50184419,66.44834166,9.18,0.4619,1.7941,1.7941,1.383739,0.7492101,1.355272,2.025286,1.963596,0.0442,NA,NA,NA,NA,3.0587
3784,ISR1995,Israel,ISR,Middle East & North Africa,High income,1995,0.932164252,0.907,0.004,10.6782,50.4205,1.334,1.334,86973.73445,32473.92813,2146.541604,0.000621465,0.001552646,0.000122775,77.45121951,4425,0.93042297,90.866,61.2316881,NA,91.01041,27.46579002,35.24874526,62.71453528,20.85,0.4027,1.019,1.019,2.795618,1.401404,0.5962101,0.8237053,0.8046955,0.2082,0.991821693,0.958316776,0.99170593,0.9806148,62.4327
3785,ITA1995,Italy,ITA,Europe & Central Asia,High income,1995,1.133194804,1.118,0.016,33.2237,451.6027,2.9774,2.9774,1160000,480000,35493.21389,8.39E-05,0.000941814,2.86E-05,78.17073171,NA,0.524412787,66.922,68.4379819,NA,88.63999,24.67248952,21.01206464,45.68455416,5.05,0.5031,0.9139,0.9139,0.2429939,0.2506189,0.7697839,0.9438168,1.080662,0.0361,0.998895899,0.974715522,0.998627148,0.99074619,487.8038
3786,JAM1995,Jamaica,JAM,Latin America & Caribbean,Upper middle income,1995,1.060099721,1.086,-0.019,1.0272,8.713,1.8276,1.8276,7580.357188,2950.629391,876.6340375,0.002084792,0.002952929,0.000135508,74.133,61,0.109487986,50.615,59.1128191,NA,NA,51.27580598,56.37600152,107.6518075,4.72,0.2181,-0.4439,-0.4439,-0.6130733,-0.1416016,0.1205099,0.1365248,0.1425795,0.0051,0.972564716,0.920723976,0.990770141,0.961352944,11.5678
3787,JOR1995,Jordan,JOR,Middle East & North Africa,Upper middle income,1995,0.922430813,0.901,-0.039,7.8306,14.1684,0.8721,0.8721,7857.65296,3287.965912,585.9228749,0.001488421,0.004309169,0.000996557,70.885,NA,0.02323392,78.207,56.27915359,NA,NA,51.00348264,71.85333152,122.8568142,5.88,0.3573,0.2918,0.2918,-0.3908412,0.0454179,-0.4099098,0.0155141,0.1847122,0.0142,0.980412793,0.88431358,0.927488932,0.930738435,22.8711
3788,JPN1995,Japan,JPN,East Asia & Pacific,High income,1995,0.99728781,1.001,-0.001,43.5649,1246.048,-45.1466,0,3440000,1570000,72158.42023,0,0.000791182,1.27E-05,79.53634146,368831,1.594363148,78.016,69.45629552,NA,NA,8.971796831,7.707685053,16.67948188,15.18,0.5861,1.2167,1.2167,3.288994,1.422314,1.391815,0.9707745,1.117559,0.5515,1,0.978759475,0.999795689,0.992851721,1244.4663
3789,KAZ1995,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1995,0.612752438,0.516,-0.1,5.2842,197.6572,26.677,26.677,29350.90111,20929.35112,5198.021724,0.005132145,0.009444019,0.000180035,64.9195122,1373,0.011302355,55.921,63.11003163,NA,NA,38.97386091,43.54854613,82.52240704,9.27,0.1632,-1.2772,-1.2772,-0.4697835,0.7160269,-0.1107946,0.3378661,-0.7266143,0.0178,0.932462397,0.746460454,0.987497712,0.888806854,229.6184
3790,KEN1995,Kenya,KEN,Sub-Saharan Africa,Lower middle income,1995,1.058823228,1.034,-0.009,2.0952,11.8984,31.5968,31.5968,NA,4684.078382,6531.871052,0.004837328,0.00254018,NA,53.486,NA,0.000727482,18.263,50.82536573,NA,NA,32.59170122,39.15404042,71.74574164,2.21,0.1344,-1.1045,-1.1045,-0.3664686,-0.8181819,-0.7100222,-1.202913,-0.7005615,4.00E-04,0.936342106,0.931804872,NA,NA,45.5904
3791,KGZ1995,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1995,0.782864928,0.72,-0.075,1.1874,5.1768,0.6766,0.6766,1094.555639,828.5801572,458.6272191,0.001475272,0.006247796,0.001084824,65.7902439,148,NA,36.349,56.96065085,NA,88.12209,29.46714483,42.35712383,71.82426866,7.35,0.2144,-0.7365,-0.7365,-0.5399972,0.4249231,-0.1984331,-0.0956235,-0.4575491,0.0079,0.98058583,0.832268088,0.921001912,0.911285277,7.0408
3792,KHM1995,Cambodia,KHM,East Asia & Pacific,Lower middle income,1995,NA,0.80263,0.0064811,0.309,2.979,41.955,41.955,1290.736999,454.4207336,2006.350025,0.020911107,0.006555599,0.000239398,55.189,NA,NA,17.311,50.49166968,NA,NA,31.18418153,46.58254651,77.76672804,0.28,0.0554,-1.1667,-1.1667,-0.6614588,-1.636653,-0.8379064,-1.530224,-0.7968348,8.70E-11,0.724815637,0.824004632,0.983134937,0.843985069,45.243
3793,KIR1995,Kiribati,KIR,East Asia & Pacific,Lower middle income,1995,NA,1,0,0.0096,0,0.0057,0.0057,51.92976742,8.796557211,41.72975224,0.000136593,0,0.000184865,61.539,NA,NA,36.409,55.41860196,NA,39.93131,20.15684211,104.1436842,124.3005263,5.21,0,0.7159,0.7159,-0.5814358,0.3468378,-0.2017153,-1.042127,0.2245487,0.0059,0.998202474,1,0.98714274,0.995115071,0.0153
3794,KNA1995,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1995,NA,1,0,0.0543,3.00E-04,-0.0178,0,302.305877,105.8896021,10.08518242,0,2.83E-06,0.000179619,NA,NA,NA,33.715,NA,NA,NA,37.80341116,54.92759909,92.73101025,6.365,0.3055,0.736,0.736,-0.4311784,-0.1561483,0.5035174,0.5016642,0.4569157,0.0168,1,0.999924024,0.987528285,0.995817436,0.0368
3795,KOR1995,"Korea, Rep.",KOR,East Asia & Pacific,High income,1995,0.775013506,0.78,0.019,34.3978,403.8707,-11.8839,0,301000,171000,19824.81893,0,0.002364749,0.00011423,73.7,78499,0.81968667,78.239,70.99288708,NA,98.69452,25.9335211,26.85160252,52.78512362,15.59,0.5774,0.7514,0.7514,1.674188,1.449932,0.9198525,0.5443464,0.641809,0.3663,1,0.936514593,0.992333929,0.976282841,426.3846
3796,KWT1995,Kuwait,KWT,Middle East & North Africa,High income,1995,2.011830568,1.145,-0.008,3.4864,120.8193,0.1789,0.1789,NA,NA,NA,NA,NA,NA,72.764,NA,0.202898433,98.096,67.91340188,NA,84.47369,52.35460136,41.96502299,94.31962435,8.71,0.3374,0.7154,0.7154,0.3104937,0.6683896,0.2111576,0.9925275,0.5017511,0.2082,NA,NA,NA,NA,124.4846
3797,LAO1995,Lao PDR,LAO,East Asia & Pacific,Lower middle income,1995,1.054968715,0.83,0.009,0.3119,0.0042,27.2476,27.2476,NA,NA,NA,NA,NA,NA,55.851,NA,NA,17.378,52.03051367,NA,24.53146,23.22038891,37.33407723,60.55446614,2.79,0.0944,-1.0523,-1.0523,-0.661204,-1.232356,-1.16797,-1.318717,-0.8925118,0.0019,NA,NA,NA,NA,27.5637
3798,LBN1995,Lebanon,LBN,Middle East & North Africa,Upper middle income,1995,NA,1,0,1.812,14.7431,0.5545,0.5545,12770.80503,2813.705194,1156.03856,0.000479655,0.005239746,0.000141886,72.125,NA,0.071617991,84.82,62.21421729,NA,NA,10.80645488,62.32893212,73.135387,4.95,0.2166,-0.098,-0.098,-0.4058572,-0.4250065,-0.2401977,-0.0767139,-0.1415223,0.0024,0.993687873,0.859330776,0.990301402,0.947773351,17.1096
3799,LBR1995,Liberia,LBR,Sub-Saharan Africa,Low income,1995,NA,0.1941153,-0.0547014,0.3842,0.0051,15.2677,15.2677,NA,NA,NA,NA,NA,NA,48.314,NA,NA,45.96,53.02091643,NA,NA,NA,NA,NA,2.25,0.157,-2.3622,-2.3622,-0.5059884,-1.057259,-1.414707,-1.152521,-2.014367,0.00515,NA,NA,NA,NA,15.657
3800,LBY1995,Libya,LBY,Middle East & North Africa,Upper middle income,1995,NA,1,0,2.1127,95.4384,1.9536,1.9536,NA,NA,NA,NA,NA,NA,69.965,43,NA,75.994,58.93481609,NA,NA,29.17602996,22.41573034,51.5917603,9.57,0.1543,-0.7739,-0.7739,-0.3470363,0.4566892,-0.6930618,0.1256339,-0.86552,0.0028,NA,NA,NA,NA,99.5047
3801,LCA1995,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1995,NA,1,0,0.6164,3.00E-04,-0.1092,0,692.6494062,130.5114339,95.73084965,0,2.30E-06,0.000889916,72.323,4,0.305656686,28.765,57.39293253,NA,NA,56.3797527,56.93989196,113.3196447,9.195,0.2596,0.6736,0.6736,-0.3568009,0.3188102,0.5414414,0.0068299,0.5729002,0.0062,1,0.999938253,0.935326316,0.978421523,0.5075
3802,LIE1995,Liechtenstein,LIE,Europe & Central Asia,High income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3902439,NA,NA,16.482,NA,NA,NA,NA,NA,NA,7.555,0.312,1.3309,1.3309,0.2116103,0.7465068,0.1927585,1.119928,1.558932,0.0346,NA,NA,NA,NA,NA
3803,LKA1995,Sri Lanka,LKA,South Asia,Upper middle income,1995,0.847466469,0.706,0.041,11.711,8.3229,15.011,15.011,13464.14246,6885.809655,3400.116162,0.004414849,0.001208703,0.000869792,69.259,189,0.005484436,18.458,64.45003956,NA,87.21931,35.59762913,46.03741996,81.63504909,5.59,0.2185,0.2686,0.2686,-0.5929978,-0.0955355,-0.7626828,-0.3964693,-0.2085493,0.0027,0.941901813,0.967550467,0.936805292,0.948752524,35.0449
3804,LSO1995,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1995,0.79490453,0.755,0.057,0.2062,0,1.3112,1.3112,796.0428989,362.808246,117.4294952,0.011165849,0,0.000259031,55.782,10,NA,16.955,53.33646196,NA,27.81226,NA,NA,NA,0.65,0.1713,0.0853,0.0853,-0.6597579,-0.2297584,-0.4601098,-0.8890148,-0.1207978,0.0013,0.853060527,1,0.981692046,0.944917524,1.5174
3805,LTU1995,Lithuania,LTU,Europe & Central Asia,High income,1995,0.663785756,0.576,0.091,1.8966,15.7645,7.2104,7.2104,11583.77848,4545.357675,1166.210581,0.00618276,0.003468264,0.000163729,69.00634146,133,NA,67.285,65.95130662,NA,84.23988,37.14461565,47.77228211,84.91689776,9.28,0.1207,0.2433,0.2433,-0.3617116,1.14558,0.2912194,0.3227585,0.5705255,0.0074,0.918636595,0.906888997,0.988696091,0.938073894,24.8715
3806,LUX1995,Luxembourg,LUX,Europe & Central Asia,High income,1995,0.978134632,1.021,-0.021,0.6443,8.5563,0,0,22245.70277,5536.659118,353.0214726,0,0.00154539,2.90E-05,76.51219512,104,1.590941911,82.893,67.65617458,NA,82.87055,102.475306,82.13982893,184.6151349,8.99,0.6963,1.7584,1.7584,0.6293344,0.3199191,1.299611,1.163071,1.935152,0.062,1,0.958511574,0.998597751,0.985703108,9.2006
3807,LVA1995,Latvia,LVA,Europe & Central Asia,High income,1995,0.665349424,0.525,0.053,1.2709,9.6286,-6.7471,0,7136.745007,3218.844633,710.4851045,0,0.002991322,0.000178078,66.39121951,300,NA,68.75,65.53945018,NA,88.86935,34.67399487,39.43132048,74.10531535,9.68,0.0994,0.0435,0.0435,-0.3631802,0.7914699,0.216416,0.4019038,0.4162278,0.0249,1,0.919693255,0.987641538,0.969111598,4.1524
3808,MAC1995,"Macao SAR, China",MAC,East Asia & Pacific,High income,1995,0.685041487,0.779,-0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.925,NA,0.280014086,99.91,67.37490046,NA,NA,74.51518576,51.74820157,126.2633873,4.78,0.2292,0.2538,0.2538,-0.4131427,0.2095631,0.6560182,0.5240266,0.5008657,0.0264,NA,NA,NA,NA,NA
3809,MAF1995,St. Martin (French part),MAF,Latin America & Caribbean,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.97073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3810,Mar-95,Morocco,MAR,Middle East & North Africa,Lower middle income,1995,1.127446055,1.101,-0.004,3.5806,31.9795,1.3412,1.3412,24357.43868,13595.04442,4750.03608,0.000282356,0.002352291,0.000147002,66.846,381,0.003710492,51.692,58.2218065,NA,38.08885,22.67322004,29.04180535,51.71502539,4.1,0.2955,0.2088,0.2088,-0.348278,-0.5243862,-0.5602221,-0.57902,0.089945,0.0041,0.996284273,0.936849048,0.989925411,0.974352911,36.9013
3811,MCO1995,Monaco,MCO,Europe & Central Asia,High income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,100,NA,NA,NA,NA,NA,NA,7.555,0.312,0.9784,0.9784,-0.1244886,0.2794456,0.2387264,1.420639,0.5094817,0.0346,NA,NA,NA,NA,NA
3812,MDA1995,Moldova,MDA,Europe & Central Asia,Lower middle income,1995,0.56556201,0.584,-0.012,1.8576,12.5884,2.1034,2.1034,2032.413225,1566.141544,812.2846725,0.002589486,0.008037843,0.000913987,66.867,309,0.003457217,46.294,64.38842399,NA,81.75506,60.12602406,67.89036246,128.0163865,7.84,0.1879,-0.3668,-0.3668,-0.1847462,0.4996893,0.1355779,-0.1240236,-0.254954,0.0178,0.965923083,0.784211461,0.933557262,0.894563935,16.5494
3813,MDG1995,Madagascar,MDG,Sub-Saharan Africa,Low income,1995,NA,1.170786,-0.0079905,0.3636,0.02,56.9908,56.9908,3229.374339,920.4245469,2151.632999,0.026487231,2.17E-05,0.000112591,54.616,38,NA,25.796,51.83434258,NA,NA,24.13448467,31.71145628,55.84594095,0.975,0.0556,-0.2522,-0.2522,-0.5629747,-1.186131,-0.7403179,-1.459329,-0.0108776,6.00E-04,0.651435393,0.999417429,0.992454384,0.881102402,57.3744
3814,MDV1995,Maldives,MDV,South Asia,Upper middle income,1995,NA,1,0,0.0531,1.00E-04,-6.00E-04,0,881.2001747,69.56680304,118.1589518,0,1.44E-06,6.03E-05,65.923,NA,0,25.638,50.47159232,NA,52.88453,NA,NA,NA,0.35,0.1266,0.5595,0.5595,-0.4626731,-0.4748986,0.0416839,0,0.6624266,0.00885,1,0.999961341,0.996297415,0.998752919,0.0526
3815,MEX1995,Mexico,MEX,Latin America & Caribbean,Upper middle income,1995,1.095041752,1.081,-0.077,59.1739,358.7802,106.9513,106.9513,412000,241000,26191.17005,0.004083487,0.00148594,0.000143784,72.598,5393,0.10256419,73.368,58.57250261,NA,58.89296,24.14919339,22.1718259,46.32101929,7.55,0.2818,-0.542,-0.542,-0.4624841,-0.2683542,0.2986557,-0.2703936,0.0518752,0.0151,0.946262445,0.960107603,0.990161912,0.965510653,524.9054
3816,MHL1995,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66.727,NA,NA,NA,22.3185561,84.54570407,106.8642602,5.21,0,-0.1156,-0.1156,-0.5488151,0.7578864,-0.7009923,-0.3209608,0.0723887,0.0059,NA,NA,NA,NA,NA
3817,MKD1995,North Macedonia,MKD,Europe & Central Asia,Upper middle income,1995,NA,1,0,0.8687,8.9116,1.021,1.021,3775.76363,1211.819473,770.8342021,0.001324539,0.007353901,0.000230073,72.08,176,0.04074384,59.587,66.19370609,NA,76.52422,31.38393032,40.65985834,72.04378866,8.32,0.2197,-0.6347,-0.6347,-0.4021356,0.1395661,-0.167385,0.2650325,-0.5972666,0.0219,0.982569434,0.802572959,0.983820261,0.922987552,10.8013
3818,MLI1995,Mali,MLI,Sub-Saharan Africa,Low income,1995,NA,0.8875474,0.0244092,0.2078,0.0081,23.4474,23.4474,1755.578439,793.5032753,1825.333321,0.012845544,1.02E-05,0.000118366,46.573,NA,NA,25.519,49.6859734,NA,10.73224,19.56106766,36.68316053,56.24422819,0.41,0.0868,-0.304,-0.304,-0.4342897,-1.220062,-1.307928,-1.398751,-0.070952,5.00E-04,0.830956207,0.999726165,0.992029961,0.940904111,23.6633
3819,MLT1995,Malta,MLT,Middle East & North Africa,High income,1995,0.969238758,0.984,0.002,0.5105,2.3739,0.1196,0.1196,NA,NA,NA,NA,NA,NA,77.2902439,24,0.224995699,90.946,66.54488241,NA,86.89495,122.2728879,131.7037823,253.9766702,6.25,0.4934,1.3175,1.3175,-0.5809444,0.4681389,0.8839988,0.8468834,1.26824,0.0164,NA,NA,NA,NA,3.004
3820,MMR1995,Myanmar,MMR,East Asia & Pacific,Lower middle income,1995,NA,1,0,8.9247,10.7255,155.3571,155.3571,NA,NA,NA,NA,NA,NA,58.46,NA,NA,26.124,60.65018408,NA,28.2695,NA,NA,NA,2.93,0.1153,-1.5662,-1.5662,-0.6445414,-1.411579,-0.3240239,-0.8812083,-1.644858,8.70E-11,NA,NA,NA,NA,175.0073
3821,MNE1995,Montenegro,MNE,Europe & Central Asia,Upper middle income,1995,NA,1,0,0.1747,0,0,0,NA,NA,NA,NA,NA,NA,74.099,NA,NA,53.365,66.77836555,NA,NA,NA,NA,NA,8.32,0.14485,-0.1693,-0.1693,1.115915,0.2000981,0.0271,0.7477088,-0.0349442,0.364,NA,NA,NA,NA,0.1747
3822,MNG1995,Mongolia,MNG,East Asia & Pacific,Lower middle income,1995,1.033920288,0.595,0.053,0.1771,10.5411,41.613,41.613,NA,1319.388768,812.4553205,0.051218817,0.007989381,NA,61.211,182,0.008811225,56.805,57.57665294,NA,62.69534,40.54137213,41.56228663,82.10365876,11.35,0.166,0.0772,0.0772,-0.5006747,0.5928893,0.0847717,-0.8961964,0.2169847,0.0215,0.325974588,0.785512499,NA,NA,52.3312
3823,MNP1995,Northern Mariana Islands,MNP,East Asia & Pacific,High income,1995,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.557,NA,NA,NA,NA,NA,NA,8.195,0.57045,0,0,0.4090347,0.2678895,1.275336,0.1883287,0,0.10445,NA,NA,NA,NA,NA
3824,MOZ1995,Mozambique,MOZ,Sub-Saharan Africa,Low income,1995,0.623028457,0.58,-0.029,1.8757,2.8245,51.3008,51.3008,1729.515644,262.5582281,1250.888746,0.041011481,0.010757614,0.001084523,47.123,NA,NA,27.495,52.26670876,NA,7.60677,11.32836516,49.47829161,60.80665677,0.26,0.0451,-0.76,-0.76,-0.4873922,-1.40525,-1.955512,-1.424521,-0.2051917,6.00E-04,0.460300296,0.71119493,0.921024033,0.697506419,56.001
3825,MRT1995,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1995,2.064287186,1.168,-0.062,0.2293,0.0591,6.2016,6.2016,534.233137,951.8264074,715.8525603,0.008663236,6.21E-05,0.000429213,60.426,NA,NA,38.705,52.45894979,NA,15.2463,52.33617842,46.23223124,98.56840966,1,0.1139,-0.2929,-0.2929,-0.522642,-1.265003,-0.962239,-1.36483,0.0301557,5.00E-04,0.885994219,0.998332828,0.969184834,0.951170627,6.49
3826,MUS1995,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1995,0.821175694,0.863,0.039,1.2354,1.6512,0.1761,0.1761,2689.538992,1358.718666,313.8377973,0.000561118,0.001215263,0.000459335,70.32585366,7,NA,43.284,67.31480243,NA,NA,58.65758769,61.08190201,119.7394897,0.98,0.3377,0.984,0.984,-0.4912214,-0.3571244,0.1867392,0.0616212,0.7881907,0.0014,0.992615843,0.967374353,0.966971073,0.975653756,3.0627
3827,MWI1995,Malawi,MWI,Sub-Saharan Africa,Low income,1995,NA,0.745046,0.0680687,0.1648,0.1542,8.0429,8.0429,1732.025499,521.3270761,1126.152938,0.007141925,0.000295784,9.51E-05,45.846,34,NA,13.263,51.59524461,NA,24.76665,30.36848138,48.0884173,78.45689868,0.35,0.1016,-0.4705,-0.4705,-0.5187114,-1.140757,-0.9132923,-1.099962,-0.2465228,8.00E-04,0.90601425,0.992059213,0.993739853,0.963937772,8.3619
3828,MYS1995,Malaysia,MYS,East Asia & Pacific,Upper middle income,1995,0.925361037,0.974,0.011,31.3743,105.7523,-220.3469,0,47949.5656,64620.59002,17679.21139,0,0.001636511,0.000654319,71.834,4052,0.145673837,55.688,60.6091136,NA,64.82162,94.08917037,98.02402988,192.1132003,3.26,0.5196,0.4291,0.4291,-0.3869111,-0.3006801,0.3868207,0.0451516,0.5229552,0.0493,1,0.956065288,0.952641083,0.96956879,-83.2203
3829,NAM1995,Namibia,NAM,Sub-Saharan Africa,Upper middle income,1995,0.955866873,0.971,0.005,0.3715,1.925,14.6906,14.6906,3278.75303,1762.919317,719.3605283,0.020421749,0.001091939,0.000113305,58.479,NA,0.006172051,29.813,53.32377071,NA,55.05708,45.09705465,49.31858974,94.41564439,1.79,0.2173,0.1794,0.1794,-0.5064412,-0.443258,0.2903828,-0.7240193,0.4284742,0.02625,0.731255453,0.97068518,0.99240191,0.898114181,16.9871
3830,NCL1995,New Caledonia,NCL,East Asia & Pacific,High income,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0097561,NA,0.005179013,60.288,64.5455345,NA,NA,15.56380927,26.38781087,41.95162014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,NER1995,Niger,NER,Sub-Saharan Africa,Low income,1995,0.980890512,0.888,-0.002,0.899,0.0152,18.0236,18.0236,NA,NA,NA,NA,NA,NA,46.641,NA,NA,15.773,49.56490256,NA,NA,17.68076289,24.79590997,42.47667286,0.44,0.0522,-0.9037,-0.9037,-0.52171,-1.289871,-1.394653,-1.45157,-0.7721111,5.00E-04,NA,NA,NA,NA,18.9378
3832,NGA1995,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1995,0.459966481,0.71,-0.014,48.6225,134.5901,222.6362,222.6362,52143.94996,65509.67908,26463.3058,0.008413015,0.002054507,0.000932467,45.854,NA,NA,32.205,52.88620246,NA,NA,24.15581596,15.37256245,39.52837841,0.975,0.0799,-1.3383,-1.3383,-0.561991,-1.182703,-0.8589837,-1.157324,-1.044542,9.00E-04,0.889287058,0.944843528,0.932199109,0.922109898,405.8488
3833,NIC1995,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1995,1.026590228,0.98,0.038,0.4493,3.3207,34.2386,34.2386,2302.790459,1200.741015,827.627984,0.041369553,0.002765542,0.000195111,67.344,35,0.030046478,54.437,53.23737126,NA,45.81565,16.09508625,27.94470815,44.0397944,9.54,0.0667,-0.7399,-0.7399,-0.6517194,-0.3263385,-0.622509,-0.7074528,-0.335333,0.0023,0.455588168,0.925754675,0.986389729,0.78924419,38.0086
